title,text,label
COVID-19,"With 61,537 fresh cases Indias Coronavirus tally nears 21 lakh; death toll at 42,518",real
GOVERNMENT,"Modi sticks with Harsimrat Kaur Badal, picks her over husband Sukhbir",real
VIOLENCE,"No, this is not a photo of an Indian soldier injured in a Kashmir suicide bomb attack.No, this is not a photo of people killed in a 2002 train attack in India",fake
POLITICS,Fact Check: These are not the mortal remains of soldiers who...,fake
POLITICS,Fact Check: Did BJP?s Delhi Unit Leader Ask Supporters To Resort.... Fact Check: Did Aam Aadmi Party Pay People To Participate In...,fake
GOVERNMENT,"Fact File: Women Reservation Bill- BJP gave only 8% ticket to women candidates, Congress just 12%",fake
GOVERNMENT,Citizens have option of not sharing information: Centre at NPR meet amid concerns,real
TERROR,UP govt sets up Disaster Relief Team to deal with locust attacks,real
GOVERNMENT,Sachin Pilot back in Rajasthan Congress mainstream: Sources,fake
TRAD,Discovery fan with an elephantï¿½s memory ï¿½ 5 facts about Uddhav Thackeray you didnï¿½t know,real
MISLEADING,Media misreports a video shoot as woman leaving behind her child while talking on phone,fake
ELECTION,Its Rahul Gandhi again  Congress all set to bring him back as party chief,real
POLITICS,Fact Check: This picture of people burning Indian flag is not...,fake
ELECTION,"Chhattisgarh isnt a Rahul-Modi battle, its a fight between CM Baghel & Raman Singh",real
VIOLENCE,"Video of crocodile rescued from streets of Vadodara, Gujarat shared as Patna, Bihar",fake
MISLEADING,"Fact Check: No, Indira Gandhi Did Not Force Sitaram Yechury To Resign As JNUSU President",fake
MISLEADING,Fact Check: The viral story of this injured Palestinian boy is not true.Fact Check: Braveheart who saved girl from miscreants goes viral? with a twisted story,fake
POLITICS,From No MoU Signed For The Bullet Train To Aliens In Vizag: News You...,fake
GOVERNMENT,"Indian Railways start tatkal quota, parcel service, 4-month advance booking for 230 trains",real
ELECTION,I&B ministry tells DD & AIR to ensure level-playing field for all parties after EC rap,real
ELECTION,"Big Setback For BJP, Rahul Gandhi Decides To Join BJP",real
TERROR,Vadodara MP opposes making of building overlooking Pratap Vilas Palace,real
ELECTION,"Sidelined in BJP, ex-CM Raman Singh fights a lone battle in Chhattisgarh",real
TERROR,RanaÛªs extradition will throw light on ISI activities: Special public prosecutor,real
GOVERNMENT,India one of the most attractive investment destinations globally: PM Modi in Thailand,real
MISLEADING,Fake Lokniti Survey Predicts Telugu Desam Party Win In Andhra Pradesh,fake
ELECTION,Sonia Gandhi leads Congress protest against Maharashtra govt formation in Parliament,real
VIOLENCE,"No, these are not coffins for Indian security forces killed in a Maoist attack in May 2019.No, these are not photos of Indian soldiers after a deadly Kashmir suicide attack",fake
COVID-19,"Bill Gates, vaccines and population control make for infectious conspiracy theory",fake
COVID-19,"1,462 fresh COVID-19 cases take Delhi's tally to 1,20,107; death toll rises to 3,571",real
VIOLENCE,CBI takes over probe into alleged gangrape of Dalit woman in Hathras,real
COVID-19,"Photo of Nehru, Indira Gandhi shared with false portrayal of her father-in-law being ÒYunus KhanÓ",fake
COVID-19,Fact Check: Will calling on 8866288662 get you a free Netflix subscription?.Fact Check: Do not click on this dubious web link to claim GST refund,fake
POLITICS,This man is not carrying the horse because it was bitten...,fake
VIOLENCE,BJP MLA Karni Singh vandalised AmbedkarÕs statue? HereÕs the truth,fake
POLITICS,Piyush Goyal sparks Twitter storm after 2016 video of him reciting Kalma surfaces,real
POLITICS,Imran Khan will be sworn in as PM before independence day: Pakistan Tehreek-e-Insaf,real
VIOLENCE,ED arrests Cox & Kings promoter Peter Kerkar in money laundering case linked to Yes Bank,real
GOVERNMENT,MP horror: Auto driver brutally assaulted in Jabalpur over road rage; video goes viral,real
TERROR,SC notice to UP govt on appointment of assistant basic teachers,real
MISLEADIND,"Fact Check: This is not Amulya, the girl who raised Pakistan Zindabad slogans in 2020, at the farmers' protest",fake
COVID-19,Û÷Lessons from Swachhta Mission important in fighting CovidÛª: PM Modi at launch of Rashtriya Swachhata Kendra,real
VIOLENCE,Fuel Price Pinch In India: Viral Pic Claiming German Mass Protest Is....This viral video of a meat market is NOT from Wuhan;...,fake
TERROR,Validity of Motor Vehicle documents extended till December this year,real
VIOLENCE,Unrelated Video From Bihar Shared As Proof Of Police Brutality,fake
POLITICS,These are the unfulfilled tasks for which Modi govt is asking for another 5 years,real
ELECTION,Time To Rename AAP As Avengers?,real
POLITICS,"ÔNot subject to our provisions,Õ says ICAO on PakÕs airspace denial to PM ModiÕs flight",real
GOVERNMENT,"Public transport services may resume operations soon, Govt formulating guidelines: Nitin Gadkari",real
VIOLENCE,Fact Check: Viral video of BJP MP being attacked resurfaced from 2016 with FALSE claims,fake
POLITICS,S Jaishankar meets EU leaders; holds wide-ranging talks that would Ôbenefit both India and EUÕ,real
GOVERNMENT,"No, this is not a real photo of former US president Barack Obama watching Indian Prime Minister Narendra Modiâs inauguration",fake
ELECTION,"Those demanding Congress internal elections right now only helping BJP, Kumari Selja says",real
POLITICS,"Biden will prioritise defence and security partnership with India, says Obama-era official",real
MISLEADING,Audio Clip Advising Against COVID-19 Tests Falsely Attributed To Maha...,fake
GOVERNMENT,Breaking Fake News: Times Now announces arrest of Nirav Modi in Hong Kong,fake
GOVERNMENT,Centre wants J-K to speed up work for providing piped water to households under Jal Jeevan Mission,real
VIOLENCE,Video shared to make misleading claim that Hathras victimÕs family did her last rites,fake
GOVERNMENT,Decision of fee hike for MTech in IITs deferred by HRD Ministry until next meeting,real
COVID-19,"Media Agencies Present Incomplete Information, Saying 'US Backs India's New Farm Laws'. Fact Check: Dubious Infographic Stating 'Risk Of Community Transmission In Indian States' Propagated ...",fake
ELECTION,Patients didnÛªt recover by eating Û÷BhabhijiÛªs papadÛª: Sanjay Raut defends Maharashtra govt taking jibe at BJP,real
COVID-19,Parody Accounts Apparently Created For Fun Have Become Hot Beds Of...,fake
POLITICS,False: Service matter of J&K government employees not to be heard in Chandigarh,fake
VIOLENCE,Old video from Bangladesh shared as âIslam Zindabadâ slogans raised in West Bengal,fake
COVID-19,"Fact Check: Is Rewa Solar Power Plant Asia's Largest Solar Power Project As Claimed By PM Modi?. HoaXposed: Minister shares picture of Korean floating solar plant, claims its in Kerala",fake
MISLEADING,Fact check: Viral video of Hyderabad floods date back to September 2019,fake
GOVERNMENT,Mumbai Congress Chief Tweets Photoshopped Picture Of Modi,fake
GOVERNMENT,Old image from Bihar shared as pothole-filled road in Rahul GandhiÕs constituency Wayand,fake
COVID-19,5 Things To Know About WhatsApp's 'Forwarded Label' Feature To Fight...,fake
POLITICS,Fact Check: Still from the film Parzania being circulated with anti-RSS...,fake
GOVERNMENT,"Gabbar Singh has a look-alike, but he is not from Karachi as reported by Pak and Indian media",fake
MISLEADING,Mysterious twitter handle scripts alleged encounter 6 days back.Dr Aishas claim on Twitter as a Covid-19 victim sends many into mourning; Fact Check,fake
GOVERNMENT,"Cracks appear in BJPï¿½s backbone: We need change, chant MPï¿½s business community",real
GOVERNMENT,"Û÷Migrant workers want to return to citiesÛª, SC told",real
VIOLENCE,Man disguised as Sikh to protest against CAA? DonÕt believe this...,fake
GOVERNMENT,"Heatwave in parts of Delhi, mercury crosses 45 degrees Celsius-mark",real
MISLEADING,Fact Check: Andhras new election commissioner was not an Evangelical Lutheran pastor.WhatsApp forward claiming COVID-19 deaths under Govt Insurance Scheme is Misleading,fake
COVID-19,"Days after jab, Vij tests positive; took only one dose, says Centre",real
POLITICS,"Indian-origin Hari Shukla, 87, first to get coronavirus vaccine in UK",fake
VIOLENCE,Man holding viral placard falsely compared with a Twitter user with Muslim identity,fake
ELECTION,BJP MP Saumitra Khan says will file for divorce as wife joins Trinamool Congress,real
GOVERNMENT,Shiromani Akali Dal targets Kamal Nath as MHA to reopen 1984 riot cases against him,real
MISLEADING,Fact Check: Fake AAP candidates list goes viral with communal spin. Fact Check: List of UP Congress' minority cell members viral with communal twist,fake
TERROR,India targeting Beijing as Ôimaginary enemyÕ: Chinese media,real
POLITICS,Old tampered video showing Barack Obama tossing away Melania TrumpÕs gift resurfaces,fake
VIOLENCE,Video Game Clip Revived Falsely Claiming IAF Air Strikes In PoK.2016 Flogging Video From Malaysia Revived With China-Pakistan Spin,fake
GOVERNMENT,No! Priyanka Chopra never made this statement; hereÕs the truth,fake
VIOLENCE,"Rhea Chakraborty gets bail in drugs case, released from Byculla jail after nearly a month",real
POLITICS,200 civil society groups to come together to give opposition unity a fresh push,real
ELECTION,Bigil controversy: Congress comes to Vijay's defence,real
POLITICS,Viral Image Of Indian Tricolour At Kashmir's Lal Chowk Is Photoshopped,fake
COVID-19,"Viral photo of Indira Gandhi addressing Army jawans is from Leh, not Galwan Valley",fake
VIOLENCE,Fact Video: Old video of PM Modiâs mock funeral linked to recent farmersâ protests,fake
COVID-19,Fact Check: Statement of Dushyant Chautala supporting BJP is five years old,fake
VIOLENCE,"No, this video does not show an Indian politician pointing a gun at an opponent during a live television debate",fake
COVID-19,Old image shared to claim Jignesh Mevani slapped in Begusarai,fake
GOVERNMENT,Fact Check: Kangana Ranaut Claims She Was 'Forced To Vote For Shiv...,fake
VIOLENCE,Video Of A Brawl At Delhi Hotel Falsely Shared As Kashmiri Workers...,fake
MISLEADING,Did Ratan N Tata tweet this? Heres the fact check,fake
VIOLENCE,This video was made viral after tampering its audio and inserting slogans against RSS.The audio clip released in connection with Surats Muslim vegetable vendors is fake.,fake
GOVERNMENT,Koi keh raha hain jaati ke aadhaar par danga karayenge: UP CM says he won't allow unrest in the name of victim,real
COVID-19,Human trials of four Indian vaccines soon,real
ELECTION,"CM Uddhav Thackeray quells rumours, says lockdown ÔwonÕt be re-imposedÕ in Maharashtra",real
MISLEADING,The Ministry of Tourism has NOT issued any order of closing down restaurants till October.Fact Check: Ministry of tourism didnt ask hotels to remain closed till Oct 15,fake
POLITICS,"No, Indian govt has NOT removed ânationalityâ column from passports",fake
GOVERNMENT,Fact Checked: This picture wasnt taken after Sri Lankas Easter bombing,fake
GOVERNMENT,"On agitation path, Rahul, Priyanka stir Cong cadre in UP",real
TRAD,Haryanaï¿½s powerful Home Minister Anil Vij locks horns with CM Khattar again as lockdown eased,real
COVID-19,"Indias Coronavirus cases per lakh population lowest in world, recovery rate improves to 55.77%: Govt",real
GOVERNMENT,Annual Amarnath Yatra called off this year due to coronavirus concerns,real
VIOLENCE,Fact Check: This Video Of Protest By LIC employees Is From...,fake
MISLEADING,"Fact Check: No, the woman in the viral photo is not Parle-G girl.Fact Checked: The woman in this viral picture is not Wing...",fake
VIOLENCE,Ravish Kumarâs photo covering 2018 farmersâ protest shared as him joining recent movement,fake
VIOLENCE,Video Of UP Couple Self-Immolating Over Police Apathy Shared With...,fake
GOVERNMENT,Centre announces MSP for 6 crops; Rs 50 increase for wheat,real
ELECTION,"Kamal Nath, Digvijaya Singh biggest traitors, betrayed voters trust, says Scindia",real
GOVERNMENT,"Fact Check: Don?t believe this picture of a bear crying over.... Fact Check: Don?t fall for this old picture, it has nothing...",fake
TRAD,"Fact Check: Hereï¿½s the truth about Rs 5, Rs 350 note...",fake
POLITICS,Mid-Day Accuses NGO Of Fraudulent Fund Raiser; Facts Read Otherwise,fake
POLITICS,"Bandra is the new South Mumbai, and its nothing to be proud of",real
COVID-19,Coronavirus pandemic LIVE | Cases in India jump to 153; Europe death toll exceeds Asias,real
GOVERNMENT,Fake quote from parody account ascribed to journalist Rana Ayyub viral on social media,fake
GOVERNMENT,Rema Rajeshwari: Telangana's Super Cop Fighting Fake News,fake
POLITICS,Congress social media head Divya Spandana quits Twitter to ï¿½take a breakï¿½ from politics,real
VIOLENCE,ÔIMCT= I Must Cause TroubleÕ: TMC slams centreÕs COVID-19 monitoring team,real
VIOLENCE,Video Of PM Modi's Speech In China Misspelling 'STRENGTH' Goes Viral,fake
GOVERNMENT,Fact Check: This 50-yr-old bridge in Gujarat that collapsed was not inaugurated by PM Modi,fake
COVID-19,"No, Anti-malaria drug chloroquine is not a cure for Coronavirus !",fake
COVID-19,China offers $1 billion loan to Latin America and the Caribbean for access to its Covid-19 vaccine,real
MISLEADING,"Did Rahul Kanwal say chanting âVande Mataramâ is anti-national? Clipped video, misleading claim",fake
COVID-19,No new provision added on blocking of content: Ministry of Information and Broadcasting,real
POLITICS,From Netflix subscriptions to job offers; BJPÕs CAA support number is...,fake
TERROR,"ÔUltimately, democracy is about persuasion, dialogue, reaching outÕ: Ravi Shankar Prasad",real
POLITICS,"Trump has hit the right chord with India, Indian-Americans, say his campaign officials",real
POLITICS,"Old, unrelated photos viral as Zee News office attacked for insulting Delhi voters",fake
POLITICS,"First time in history, Railways achieves 100% punctuality",real
ELECTION,NDA govt pushes major river-linking projects in RJD bastion north Bihar,real
POLITICS,ÒHDK blames India for terror crisisÓ: Times Now misquotes Karnataka CM on Pulwama attack,fake
COVID-19,Fact Check: Has Emperor Ashokas distorted statue been discovered in Patna?...,fake
POLITICS,"No, the head of Indiaâs opposition Congress party did not promise to provide farmland on the moon",fake
POLITICS,"India, China can achieve peace by common Buddhist culture: Dalai Lama",real
GOVERNMENT,PM Modi didnÕt bow down in front of Chinese Prez Xi...,fake
ELECTION,BJP appoints former Maharashtra CM Fadnavis as Bihar poll in-charge,real
MISLEADING,Fact Check: Fake names of Hyderabad rape accused go viral with communal twist.Fact Check: Murder Of Student In Hyderabad Shared With Misleading Communal Claims,fake
POLITICS,Farooq calls for protection of J&K linguistic heritage,real
COVID-19,Fact Check: Are Hand Sanitizers Effective After Its Expiry Date?,fake
POLITICS,From Netflix subscriptions to job offers; BJPs CAA support number is...,fake
TERROR,Interference in personal relationship Ôserious encroachmentÕ: Allahabad High Court,real
POLITICS,Avoid vague laws to restrict freedom: UNHCR to India,real
POLITICS,UP Mughal Museum renamed after Shivaji,real
GOVERNMENT,"The eternal flame of Dravidian politics is extinguished. Farewell, Kalaignar Karunanidhi",real
COVID-19,Fact Check: Kancha Ilaiah's image wrongly circulated as 47-year-old JNU student,fake
ELECTION,"Owners of Dilip Kumar, Raj Kapoors ancestral houses in Pakistan refuse govts property rate",real
TERROR,"Set up four Courts of Appeal, make SC constitutional court: AG",real
MISLEADING,A call for lynching in Bengaluru after JinnahÕs picture spotted on a bus. And the truth is ..,fake
TERROR,Jamia first in education ministry assessment of Central University,real
GOVERNMENT,Fake quote ascribed to INCÕs Priyanka Chaturvedi: Use of solar energy will cool down Sun,fake
VIOLENCE,Citizenship Amendment Act Protests: Muslim Disguised As A Sikh? A...,fake
VIOLENCE,Old video of inter-family dispute shared as BJP MLA beating up a dalit youth,fake
VIOLENCE,Fact Check: Old picture shared as photo of Indian soldiers killed...,fake
POLITICS,"False: 40 Out Of 62 AAP MLAs Accused Of Rape. Almost 70% of MLAs in Bihar?s new assembly face criminal cases, up 10% from the last one",fake
COVID-19,Fact Check: Were Rahul and Priyanka caught joking on way to meet Hathras victims kin?,fake
MISLEADING,Fact Check: Viral WhatsApp Audio Clip Claiming India Will Go Into A Lockdown Is Fake. Fact Check: Viral Audio Claiming Two Months Lockdown In India Is Fake,fake
GOVERNMENT,"Uddhav urges truce in metro car depot row, says Modi govt should act for Mumbais welfare",real
POLITICS,"PM Modi launches Mahabahu-Brahmaputra, lays foundation stone of two bridges in Assam",real
POLITICS,"Fact check: No, Amit Shah has not been flown to NY for cancer treatment",fake
GOVERNMENT,Don't Throttle Private Schools,real
ELECTION,"Gujarat CM Vijay Rupanis condition stable after he faints at rally, says hospital",real
COVID-19,Meet the country that passes no law unless it improves citizens' well being,real
COVID-19,"Fact Check: Has TATA Motors Launched Cab Service To Compete Against.... Fact Check: Has TATA Motors Launched Cab Service To Compete Against Uber, Ola?",fake
TERROR,"CPC expels XiÛªs critic, who accused him of provoking conflict with India to divert attention",real
GOVERNMENT,8 states finalise action plan for agri export policy: Govt,real
VIOLENCE,Burqa-clad man caught voting in womanâs name? Fact check,fake
POLITICS,4 Northeastern States Have Highest Death Rates Due To Malaria,fake
ELECTION,Rahul Gandhi promises to get womens quota bill passed if Congress comes to power in 2019,real
POLITICS,"Actor tweets 2017 image of Kashmiri child doing sit-ups, says #Kashmirbleeds",fake
POLITICS,Fact Check: Did Nepal soldiers gun down 7 Indian soldiers for ceasefire violation?. Fact Check: Did Muslim Regiment Deny Fighting Against Pakistan In 1965 War?,fake
POLITICS,Forces told to be fully prepared for unprecedented LAC action,real
ELECTION,Bihar: New deputy CMs picks of Sushil Modi,real
POLITICS,ÔCitizenship Act is not to revoke anyoneÕs citizenshipÕ: PM Modi at Belur Math,real
COVID-19,Honda Giving Activas For Diwali? Don't Get Taken For A Ride By This...,fake
COVID-19,"Coronavirus positive toddler in Lucknow tests negative, will be discharged",real
COVID-19,Fake claims of Coronavirus infected woman in Delhiâs Rani Bagh.,fake
GOVERNMENT,Assam CM escaping from his house due to CAB protest? Heres...,fake
COVID-19,Indian shares set record closing highs as banks surge,real
POLITICS,"China dared enter India & kill soldiers, Modi has weakened nation: Rahul",real
ELECTION,Govt to list non-respiratory symptoms,real
VIOLENCE,UP Police files cases against over 100 foreigners who attended Tablighi Jamaat activites for violating visa rules,real
TERROR,"Will review Jharkhands contentious anti-conversion law, domicile policy of BJP govt: Soren",real
ELECTION,"BJP Û÷murdered democracyÛª in Manipur to remain in power, says Congress leader Ajay Maken",real
VIOLENCE,"Two Punjab AAP MLAs sent back from Canada airport, party ex-member says itï¿½s on his tip-off",real
POLITICS,Fact-check: Did Mumbai police pay respects to Hazrat Pir Mahim for the first time under Shiv Sena?,fake
MISLEADING,Fact Check: Article 35A Didn't Provide Citizenship To Pakistani Muslims In Kashmir,fake
POLITICS,Muslims Dominate AAP's Delhi Polls List? Party Says Not Their List,fake
POLITICS,MHA calls 3 IPS officers of Naddas security detail in Bengal to serve in central deputation,real
GOVERNMENT,How a fake account with anti-Hindu tweets is tripping the right-wing,fake
TERROR,SC stays Madras HC order disallowing liquor sale in Tamil Nadu,real
COVID-19,Fact Check: Did Jamiat Ulema-e-Hind Write To Sonia Gandhi Against....Fact Check: Did Jamiat Ulema-e-Hind Write To Sonia Gandhi Against Supporting Shiv Sena?,fake
VIOLENCE,Fact-check: Video of elderly man stripped naked and beaten is from Bangladesh,fake
COVID-19,Video Of Protests In Spain Over COVID-19 Restrictions Peddled As.Croatia Earthquake Pics Peddled As Italy Overwhelmed With COVID-19...,fake
GOVERNMENT,"AAP MLA Amanatullah KhanÕs relatives beaten, humiliated by cops over celebration",real
COVID-19,"Rajasthan: Once employers, migrants now uncertain about going back, restarting businesses",real
VIOLENCE,"Revenue officer, 2 others Û÷rape UP womanÛª in moving car",real
VIOLENCE,Video of Hindu ritual shared as Òcows forcefully made to run over Muslims in IndiaÓ,fake
GOVERNMENT,Over 400 detained In Manipur for not wearing masks in public amid pandemic,real
ELECTION,"BJP alleges over 1,200 rapes took place in JÕkhand in 10 months, submits memorandum to Guv",real
MISLEADING,"Did PM Modi announce total alcohol ban? No, photoshopped news clip viral",fake
VIOLENCE,"3 siblings, upset after motherÛªs death, commit suicide",real
POLITICS,TMC MLAs Going On A Rampage In 2006 Revived With False Claim,fake
COVID-19,COVID-19: First batch of 88 nurses from India arrive in UAE,real
MISLEADING,"Fact Check: Not wrong image, Alia shared pic of Preambleâs old version",fake
TERROR,SBI Clerk Prelims Results 2020 declared: Heres how to check your prelims result,real
VIOLENCE,Maharashtra grants seventh and ÔfinalÕ extension to Koregaon Bhima Commission of Inquiry till Dec 31,real
VIOLENCE,Warning issued against phishing attack from Pakistan using fake Aarogya Setu app,real
VIOLENCE,Old video of expired chicken discarded in Saudi Arabia viral as âboycott of French productsâ,fake
TERROR,"China rattled by Û÷boycott ChinaÛª campaign launched by Ladakhis, echoed by rest of India",real
GOVERNMENT,Some roads to Delhi closed as farmers to hold talks with Centre,real
COVID-19,"Beware! How to spot a fake Rs 500 and 2,000 note",fake
GOVERNMENT,Did Arvind Kejriwal Say 'We Are Ready To Support Congress'?,fake
MISLEADING,Fact Check: Old Picture Of Bullock Cart Rally Falsely Linked To...,fake
VIOLENCE,Fact Check: This video of a disabled beggar fooling people is...,fake
COVID-19,Û÷Covid-19 vaccine not this yearÛª; CCMB Director contradicts ICMR,real
GOVERNMENT,How do fake news sites like Postcard News flourish? Who provides a helping hand?,fake
VIOLENCE,"Fact Check: No, The Girl Who Raised ï¿½Pro-Pakistanï¿½ Slogans In Owaisiï¿½s...",fake
POLITICS,"Delhi voter turnout was 62.59%, says Delhi chief electoral officer after ï¿½delayï¿½ row",real
TERROR,Ram Janma Bhoomi-Babri Masjid Land Title Dispute: Verdict Explained,real
TERROR,Defence ministry shortlists firms to build six conventional submarines in India,real
POLITICS,Fact Check: Manoj Tiwari did not violate the lockdown; heres the...,fake
GOVERNMENT,Modi on 26/11 anniversary ? ?We can never forget wounds inflicted by terrorists from Pakistan?,fake
ELECTION,Ruckus in Lok Sabha over Anurag Thakurs remark on Nehru-Gandhi family; Congress seeks apology,real
GOVERNMENT,3-year-old girl molested by 60-year-old neighbour in Delhi,real
ELECTION,Tamil Nadu chief minister's mother passes away at 93,real
ELECTION,"Not hate speeches, BJP identifies Congress & its own star campaigners for Delhi defeat",real
COVID-19,Fact Check: Is Rewa Solar Power Plant Asia's Largest Solar Power Project As Claimed By PM Modi?,fake
TERROR,Ravi Shankar Prasad says Shaheen Bagh protest is against Modi and not just against CAA,real
VIOLENCE,Old video of Indo-US joint military exercise shared as ÔLive encounter in KashmirÕ,fake
COVID-19,Random COVID-19 test for people coming from Delhi to Noida from Wednesday,real
VIOLENCE,Man in viral video urging Muslims to set targets is NOT owner of Himalaya Drug Co,fake
GOVERNMENT,Mamata Banerjee announces jobs for Maoist victimsÛª families in Jangalmahal,real
COVID-19,"Gujarat Declared Free Of Open Defecation A Year Ago. But In 4 Districts, Toilets Without Walls, Water And Unconvinced Locals. 110 Million Toilets Built, But Claim That India Free Of Open Defecation Not True",fake
POLITICS,GST losses: Mamata urges PM Modi to borrow money to compensate states,real
VIOLENCE,"CoimbatoreÕs class 11 girl out in park to celebrate her BÕday, gang-raped by 6 men: Police",real
COVID-19,Karnataka govt announces lockdown again in virus-hit clusters in Bengaluru,real
VIOLENCE,MP Assembly Poll Video Shared As EVM Tampering In General Elections,fake
ELECTION,"Hardik Patel Happy With Govt's 10% Quota Bill, May Contest Lok Sabha Polls",real
COVID-19,Herd of deers spotted on Ooty-Coimbatore road amid lockdown? HereÕs the...,fake
GOVERNMENT,"ÔFarmers being misled, reforms will give them options for a bigger marketÕ: PM Modi in Varanasi",real
ELECTION,"Many Indians donÕt consider Dalits, Muslims and tribals human: Rahul on Hathras case",real
ELECTION,Congress claims support of 109 MLAs as Sachin Pilot rebels,real
TERROR,Touch-free handwash system in Chennai market,real
POLITICS,"Sushant Singh Rajput is not dancing with his ânieceâ in this video, media misreport",fake
VIOLENCE,Militant behind BJP leaderÛªs killing shot dead in Baramulla,real
ELECTION,"Caste, vikas and Bihar: How the stateÕs electoral landscape has changed since 2005 -- explained with graphs",real
ELECTION,LaluÕs elder son Tej Pratap files papers,real
POLITICS,Rahul Gandhi questions quality of ventilators purchased with money from PM CARES fund,real
VIOLENCE,2012 Video Of A Mob Setting Fire To A Church In Pakistan Revived,fake
VIOLENCE,CBI seeks action against 4 officials in Unnao rape case,real
GOVERNMENT,Lack of incentives & infrastructure are hurdles to Modi govts plan to scrap old vehicles,real
GOVERNMENT,Sabarimala Row: Did Kerala BJP Call For A Hartal Based On Fake News?,fake
GOVERNMENT,"ÔExtremely anguishedÕ: PM Modi, Railways minister, other leaders condole death of 14 migrants",real
TERROR,"Class 10th, 12th board exams of NIOS to be held from July 17",real
VIOLENCE,Fact Check: Video Of Man Being Thrashed In Delhi Goes With False Coronavirus Claims,fake
ELECTION,BJP-led Central Govt trying to hide economic slump by data manipulation: Congress,real
GOVERNMENT,"At national executive, Modi tears into opposition, terms Congress leadership a ï¿½liabilityï¿½",real
MISLEADING,Viral Posts Claiming Cycle Girl Jyoti Paswan's Rape And Murder Are...,fake
GOVERNMENT,"Veteran broadcaster, academic-poet Obaid Siddiqui passes away",real
ELECTION,Congress dares JJP to quit alliance in Haryana,real
GOVERNMENT,Did people worship tarred roads in Tripura barefoot? What is the truth?,fake
MISLEADING,Fact Check: Video Viral With Claim Of Karnataka Medical Officials Fake Covid Vaccination.Fact Check on Website allegations over Coronavirus Fund by Telugu actor Vijay Devarakonda,fake
VIOLENCE,Screengrab From The Film Parzania Shared With Anti-RSS Caption,fake
TERROR,"Foiled Pulwama car bomb attack joint JeM-Hizbul op; 20 CRPF vehicles target, suspect security forces",real
POLITICS,"Make Mandarin must for troops, ITBP instructed",real
VIOLENCE,Pakistani Defence Analyst Tweets Hyderabad Murder Video With Communal....Fact Check: Video From Pakistan Falsely Shared As People Violating Lockdown Rules In Hyderabad's...,fake
GOVERNMENT,Goa Congress protests in Karnataka against double tracking of South Western Railway,real
VIOLENCE,Beheading From Brazil Shared With Communal Spin As Rajasthan,fake
POLITICS,Fact Check: Manmohan Singh was NOT the Prime Minister of India....Fact Checked: No! Former Prime Minister Manmohan Singh never tweeted this,fake
VIOLENCE,"An old incident of police lathi charge from Unnao is being linked to a current event where it is being claimed that the Muzaffarnagar Police is committing atrocities on Maulana.Fact Check: No, this is not the son of IB operative Ankit Sharma killed in Delhi riots",fake
COVID-19,Fact Check: Did Deepika wear a T-shirt in support of farmers?...,fake
MISLEADING,Fact Check: This is not the juvenile involved in Nirbhayas gang rape and murder. Fact Check: This is not the juvenile involved in Nirbhaya?s gang rape and murder,fake
TRAD,"This post about Indiaï¿½s first semi-high speed train, Tejas, is not...",fake
TERROR,First-ever study has grim prognosis: native squirrel could vanish from NE after 2050,real
MISLEADING,Journalist Rana Ayyub targeted with fake tweet in her name on Pranab Mukherjee?s death,fake
COVID-19,Plasma donation by singer Kanika Kapoor not happening now,real
TERROR,Situation at LAC tense; war with China canÕt be ruled out: CDS Gen Rawat,real
VIOLENCE,Unnao rape case: Delhi court defers sentencing of ex-BJP MLA Kuldeep Sengar to Dec 20,real
COVID-19,BrahMos to be exported to third countries starting with Philippines: Russian DCM,real
GOVERNMENT,Modi feeding peacocks stirs a row in poll-bound Bihar as RJD recalls 2017 Lalu episode,real
MISLEADING,"Fact Check: Actor Tom Hanks is taken ill by COVID-19, but this is a hoax",fake
VIOLENCE,Û÷Extraordinary and shockingÛª: SC seeks UP response on witness protection in Hathras case,real
POLITICS,Delhis Ghazipur poultry market to be opened after samples test negative for bird flu,real
TRAD,"Article 370, farm laws, NEP ï¿½ Modi govt plans booklet to showcase major reforms since 2014",real
GOVERNMENT,This picture of a woman protesting is NOT from JNU; heres...,fake
GOVERNMENT,"Centre likely to retain limited role, allow states have more say after Lockdown 4.0",real
VIOLENCE,Covid-19: MP CM Shivraj Chouhan discharged from hospital,real
GOVERNMENT,Fact Check: Nita Ambani did not tweet about governments expenditure on...,fake
MISLEADING,"No, Forbes Did Not Name Rahul Gandhi On A 'Most Educated Leaders' List",fake
ELECTION,"Sachin Pilot sacked as Rajasthan Dy CM & state Congress chief, says ï¿½truth canï¿½t be defeatedï¿½",real
MISLEADING,Is BJPÕs Vinod Agrawal disrespecting the tricolour? HereÕs the truth,fake
VIOLENCE,Pamphlets thrown at Kejriwal during roadshow at Dwarka questioning Shastris replacement,real
GOVERNMENT,Fact Check: INC spokesperson Pawan Khera didnt say anything against Maharana Pratap.Fact Check: Tweet claiming BJP leaders forced Nirav Modi to flee India is false,fake
GOVERNMENT,Suspension of flight service to Kolkata from major cities to continue,real
TRAD,Why thereï¿½s no stopping the spectacular rise of this Indian pharma company,real
COVID-19,"Over 24,000 cases in 24 hours, IndiaÕs COVID-19 tally crosses 6.7 lakh, death toll at 19,268",real
ELECTION,"Suspense on deputy CM, other ministers in Bihar",real
